date,cpi_kr,core_cpi_kr,unemployment_seasonal_kr,unemployment_raw_kr,employment_rate_kr,base_rate_kr,m2_money_supply_kr,cd_rate_kr,gov_bond_3y_kr,usd_krw_exchange_rate_kr,gdp_kr,ppi_kr,industrial_production_index_kr,facility_investment_index_kr,manufacturing_utilization_rate_kr,retail_sales_index_kr,services_output_index_kr,economic_sentiment_raw_kr,economic_sentiment_seasonal_kr,import_price_index_kr,import_value_index_kr,export_value_index_kr,trade_balance_kr,jeonse_index_kr,brent_oil,wti_oil_price,gold_price,kospi_index_kr,cpi_us,base_rate_us,unemployment_us
2024-01-01,113.17,110.01,2.9,3.7,61,3.5,3919.76 ,3.74,3.27,1333.59,572951,118.19,113.3,103.6,101.7,103.9,117,91.8,93.4,136.27,140.93,126.58,-14.35,92.55,81.71,75.85,2057.4,2497.09,309.79,5.33,3.7
2024-02-01,113.78,110.34,2.7,3.2,61.6,3.5,3928.38 ,3.69,3.35,1334.78,572516.23,118.55,114.6,112.8,103.4,100.3,118,93.7,93.4,137.63,123.87,122.48,-1.39,92.57,81.91,78.26,2054.7,2642.36,311.02,5.33,3.9
2024-03-01,113.95,110.42,2.8,3,62.4,3.5,3986.79 ,3.65,3.31,1345.09,572081.47,118.82,112.7,105.9,100.5,101.8,117,92.5,93.4,138.31,133.74,132.73,-1.01,92.61,87,83.17,2227.1,2746.63,312.11,5.33,3.9
2024-04-01,114.01,110.66,2.8,3,63,3.5,4006.51 ,3.57,3.44,1385.38,571646.7,119.16,114.1,108,103.6,101.5,117.8,94.8,93.5,143.57,140.94,131.47,-9.47,92.68,86.33,81.93,2302.9,2692.06,313.02,5.33,3.9
2024-05-01,114.1,110.91,2.8,3,63.5,3.5,4018.06 ,3.6,3.43,1381.68,571836.47,119.25,113.3,103.3,102.5,101.7,116.9,94.1,93.6,141.77,137,136.08,-0.92,92.79,81.11,76.99,2333.9,2636.52,313.14,5.33,4
2024-06-01,113.84,110.95,2.8,2.9,63.5,3.5,4036.77 ,3.6,3.26,1380.73,572026.23,119.23,113.1,106.5,103.3,101.8,117.1,95,93.6,142.64,126.04,135.16,9.12,92.9,85,81.54,2350.9,2797.82,313.13,5.33,4.1
2024-07-01,114.13,111.27,2.6,2.5,63.3,3.5,4056.93 ,3.54,3.08,1369.08,572216,119.56,112.4,122.1,99.6,102,117.3,96.3,93.6,143.28,135.82,136.35,0.53,93.05,80.84,77.91,2449.3,2770.69,313.57,5.33,4.2
2024-08-01,114.54,111.4,2.5,1.9,63.2,3.5,4067.91 ,3.5,2.92,1336.56,572342.3,119.38,113.5,110.9,103.4,102.3,117.2,94.5,93.4,138.23,137.86,132.3,-5.56,93.25,76.93,73.55,2516,2674.31,314.13,5.33,4.2
2024-09-01,114.65,111.18,2.5,2.1,63.3,3.5,4078.10 ,3.52,2.87,1317.01,572468.6,119.16,113.2,117.2,103,103,116.6,94,92.9,134.67,134.15,135.66,1.51,93.42,71.77,68.17,2647.9,2593.27,314.85,5.13,4.1
2024-10-01,114.69,111.39,2.7,2.3,63.3,3.25,4116.39 ,3.43,2.91,1372.58,572594.9,119.01,113.8,113.2,102.8,102.3,117.6,92.8,92.2,137.55,140.02,133.9,-6.12,93.58,72.81,69.26,2761.6,2556.15,315.56,4.83,4.1
2024-11-01,114.4,111.44,2.7,2.2,63.2,3,4148.21 ,3.42,2.86,1394.67,572125.47,119.1,112.4,111.3,100,101.6,117.1,93,91.3,138.8,129.76,131,1.24,93.66,71.84,68,2681,2455.91,316.45,4.64,4.2
2024-12-01,114.91,111.59,3.7,3.8,61.4,3,4183.69 ,3.35,2.59,1476.78,571656.03,119.52,114.4,119.3,103,102.1,118.6,83.3,90.2,141.98,138.58,141.3,2.72,93.67,74.24,71.25,2653.3,2399.49,317.6,4.48,4.1
