Date,Total CPI,All items (non-food non-energy),Food and non-alcoholic beverages,"Housing, water, electricity, and fuel",Services less housing,Transportation,Miscellaneous goods and services,Education,Clothing and footwear,"Alcoholic beverages, tobacco and narcotics",Household goods and services,Energy,Recreation and culture,Restaurants and hotels,Health
2017-10-19,0.6642976960018565,0.755476294588509,0.5429887987419493,0.7381392180468218,0.6973035665375225,0.3673372058463853,0.6838295614864567,0.8224181267243935,0.8434746769914723,0.9534996865988217,0.6597884599833326,0.2935609248286437,0.58831039610339,0.6196826269770592,0.6675670933214075
2017-10-20,0.6630261161597071,0.7548243213014283,0.5405752915620634,0.7367877603436561,0.6964469322871185,0.3676440573341182,0.6832525346685765,0.8224874971983205,0.8434010377493308,0.9534681660196127,0.659229585322898,0.29275080306189727,0.5766954527674084,0.6198021461755618,0.6667122933181027
2017-10-21,0.6617545363175577,0.7541723480143476,0.5381617843821771,0.7354363026404904,0.6955902980367155,0.3679509088218502,0.6826755078506963,0.8225568676722474,0.8433273985071894,0.9534366454404042,0.6586707106624634,0.29194068129515127,0.5650805094314268,0.6199216653740645,0.665857493314796
2017-10-22,0.6604829564754082,0.753520374727267,0.5357482772022908,0.7340848449373238,0.6947336637863124,0.36825776030958224,0.6820984810328152,0.8226262381461744,0.8432537592650471,0.9534051248611957,0.6581118360020279,0.29113055952840483,0.5534655660954488,0.6200411845725666,0.6650026933114894
2017-10-23,0.6592113766332588,0.7528684014401863,0.5333347700224045,0.7327333872341582,0.6938770295359094,0.36856461179731426,0.681521454214935,0.8226956086201023,0.8431801200229057,0.9533736042819867,0.6575529613415934,0.2903204377616584,0.5418506227594673,0.6201607037710697,0.6641478933081828
2017-10-24,0.6579397967911094,0.7522164281531047,0.5309212628425182,0.7313819295309925,0.6930203952855063,0.36887146328504716,0.6809444273970549,0.8227649790940283,0.8431064807807642,0.9533420837027782,0.6569940866811588,0.28951031599491195,0.5302356794234857,0.6202802229695723,0.663293093304878
2017-10-25,0.6566682169489599,0.7515644548660241,0.5285077556626323,0.7300304718278268,0.6921637610351024,0.3691783147727792,0.6803674005791738,0.8228343495679553,0.8430328415386228,0.9533105631235692,0.6564352120207233,0.2887001942281655,0.5186207360875077,0.6203997421680749,0.6624382933015713
2017-10-26,0.6553966371068105,0.7509124815789434,0.526094248482746,0.7286790141246602,0.6913071267846993,0.3694851662605112,0.6797903737612936,0.8229037200418823,0.8429592022964805,0.9532790425443607,0.6558763373602887,0.2878900724614195,0.5070057927515261,0.6205192613665771,0.6615834932982665
2017-10-27,0.6541250572646611,0.7502605082918636,0.5236807413028597,0.7273275564214945,0.6904504925342962,0.3697920177482441,0.6792133469434125,0.8229730905158092,0.842885563054339,0.9532475219651522,0.6553174626998541,0.28707995069467307,0.49539084941554457,0.6206387805650797,0.6607286932949616
2017-10-28,0.6528534774225117,0.749608535004783,0.5212672341229734,0.7259760987183288,0.6895938582838932,0.3700988692359761,0.6786363201255323,0.8230424609897353,0.8428119238121976,0.9532160013859432,0.6547585880394187,0.28626982892792663,0.4837759060795648,0.6207582997635823,0.659873893291655
2017-10-29,0.6515818975803631,0.7489565617177023,0.5188537269430871,0.7246246410151622,0.6887372240334901,0.37040572072370903,0.6780592933076521,0.8231118314636632,0.8427382845700553,0.9531844808067347,0.6541997133789841,0.2854597071611802,0.472160962743585,0.6208778189620854,0.6590190932883484
2017-10-30,0.6503103177382137,0.7483045884306216,0.5164402197632008,0.7232731833119965,0.6878805897830871,0.37071257221144105,0.677482266489772,0.8231812019375901,0.8426646453279139,0.9531529602275257,0.6536408387185495,0.2846495853944342,0.4605460194076034,0.620997338160588,0.6581642932850418
2017-10-31,0.6490387378960634,0.7476526151435401,0.5140267125833144,0.7219217256088308,0.687023955532684,0.37101942369917396,0.6769052396718909,0.8232505724115171,0.8425910060857724,0.9531214396483172,0.6530819640581149,0.28383946362768775,0.44893107607162364,0.6211168573590902,0.6573094932817369
2017-11-01,0.6477671580539148,0.7470006418564594,0.5116132054034281,0.7205702679056643,0.686167321282281,0.371326275186906,0.6763282128540107,0.8233199428854441,0.8425173668436301,0.9530899190691087,0.6525230893976794,0.2830293418609413,0.43731613273564207,0.6212363765575928,0.6564546932784303
2017-11-02,0.6483989416275406,0.7473176357650058,0.5126582241152704,0.7208753923257678,0.6865030215973089,0.371999649053385,0.6764917783370121,0.8233942806278733,0.843589777269881,0.9530650555079005,0.6527601433657302,0.283683295868121,0.43756626145059485,0.6217300191053607,0.6569317261205416
2017-11-03,0.6490307252011656,0.7476346296735521,0.5137032428271127,0.7211805167458705,0.6868387219123369,0.37267302291986404,0.6766553438200127,0.8234686183703044,0.844662187696132,0.9530401919466929,0.6529971973337809,0.2843372498753003,0.43781639016554763,0.6222236616531287,0.6574087589626547
2017-11-04,0.6496625087747923,0.7479516235820984,0.5147482615389554,0.721485641165974,0.6871744222273657,0.37334639678634307,0.6768189093030141,0.8235429561127345,0.8457345981223829,0.9530153283854848,0.6532342513018317,0.28499120388248,0.4380665188805004,0.6227173042008967,0.657885791804766
2017-11-05,0.6502942923484181,0.7482686174906439,0.5157932802507976,0.7217907655860767,0.6875101225423936,0.3740197706528221,0.6769824747860156,0.8236172938551656,0.8468070085486348,0.9529904648242766,0.6534713052698815,0.2856451578896597,0.4383166475954532,0.6232109467486651,0.6583628246468791
2017-11-06,0.6509260759220439,0.7485856113991902,0.5168382989626399,0.7220958900061794,0.6878458228574216,0.37469314451930114,0.677146040269017,0.8236916315975957,0.8478794189748848,0.9529656012630694,0.6537083592379322,0.286299111896839,0.43856677631040597,0.623704589296433,0.6588398574889904
2017-11-07,0.6515578594956697,0.7489026053077366,0.5178833176744821,0.7224010144262829,0.6881815231724504,0.37536651838578017,0.6773096057520185,0.823765969340025,0.8489518294011367,0.9529407377018613,0.653945413205983,0.2869530659040187,0.43881690502535875,0.624198231844201,0.6593168903311035
2017-11-08,0.6521896430692946,0.7492195992162829,0.5189283363863249,0.7227061388463856,0.6885172234874783,0.3760398922522592,0.677473171235019,0.823840307082456,0.8500242398273876,0.9529158741406532,0.6541824671740328,0.2876070199111984,0.43906703374031153,0.6246918743919689,0.6597939231732148
2017-11-09,0.6528214266429213,0.7495365931248283,0.5199733550981671,0.7230112632664891,0.6888529238025072,0.37671326611873823,0.6776367367180205,0.8239146448248862,0.8510966502536386,0.9528910105794455,0.6544195211420845,0.2882609739183781,0.4393171624552643,0.6251855169397369,0.6602709560153261
2017-11-10,0.6534532102165471,0.7498535870333747,0.5210183738100094,0.7233163876865918,0.6891886241175351,0.37738663998521726,0.6778003022010219,0.8239889825673172,0.8521690606798895,0.9528661470182378,0.6546565751101343,0.28891492792555784,0.4395672911702171,0.6256791594875049,0.6607479888574392
2017-11-11,0.654084993790172,0.750170580941921,0.5220633925218516,0.7236215121066945,0.6895243244325631,0.3780600138516963,0.6779638676840225,0.8240633203097474,0.8532414711061413,0.9528412834570297,0.654893629078185,0.28956888193273755,0.43981741988516987,0.6261728020352728,0.6612250216995506
2017-11-12,0.6547167773637987,0.7504875748504674,0.5231084112336943,0.7239266365267971,0.6898600247475919,0.37873338771817533,0.678127433167024,0.8241376580521766,0.8543138815323914,0.952816419895822,0.6551306830462358,0.2902228359399168,0.44006754860012265,0.6266664445830412,0.6617020545416619
